,match_id,home_team,away_team,prematch_url,refreshed_at,odds_1,odds_X,odds_2,1X2 Vig,1X2 timestamp,odds_1X,odds_X2,odds_12,DC Vig,DC timestamp,odds_gol,odds_nogol,G/NG timestamp,G/NG Vig,odds_under_2.5,odds_over_2.5,U/O 2.5 timestamp,U/O 2.5 Vig
65,27883272,Wolfsburg,Augsburg,https://www.snai.it/sport/CALCIO/BUNDESLIGA/WOLFSBURG%20-%20AUGSBURG,2021-11-04 09:17:18.778425,1.53,4.25,6.25,4.661016949152531,2021-11-04 08:17:18,1.1,2.45,1.21,6.7033831628638865,2021-11-04 08:17:18,1.77,1.92,2021-11-04 08:17:18,7.902439024390249,2.0,1.7,2021-11-03 07:21:38,8.10810810810812
66,27883270,Leipzig,Dortmund,https://www.snai.it/sport/CALCIO/BUNDESLIGA/LEIPZIG%20-%20DORTMUND,2021-11-04 09:17:25.160851,2.0,3.85,3.35,5.504167048264499,2021-11-04 08:17:25,1.3,1.77,1.24,6.570614623923517,2021-11-03 11:24:12,1.45,2.55,2021-11-04 08:17:25,7.562499999999999,2.4,1.5,2021-11-04 08:17:25,7.692307692307685
67,27883278,Hertha,Leverkusen,https://www.snai.it/sport/CALCIO/BUNDESLIGA/HERTHA%20-%20LEVERKUSEN,2021-11-04 09:17:31.809994,3.45,3.5,2.05,5.959730268781464,2021-11-04 08:17:31,1.7,1.3,1.28,6.485950413223144,2021-11-04 08:17:31,1.55,2.3,2021-11-04 08:17:31,7.402597402597404,2.05,1.65,2021-11-04 08:17:31,8.58108108108109
68,27883280,Colonia,Union Berlino,https://www.snai.it/sport/CALCIO/BUNDESLIGA/COLONIA%20-%20UNION%20BERLINO,2021-11-04 09:17:38.074226,2.15,3.4,3.3,5.861463414634143,2021-11-04 08:17:38,1.3,1.65,1.3,6.739130434782599,2021-11-03 17:23:32,1.55,2.35,2021-11-04 08:17:38,6.602564102564106,2.05,1.65,2021-11-04 08:17:38,8.58108108108109
69,27883284,Greuther Furth,Eintracht Frankfurt,https://www.snai.it/sport/CALCIO/BUNDESLIGA/GREUTHER%20FURTH%20-%20EINTRACHT%20FRANKFURT,2021-11-04 09:17:44.181191,3.45,3.65,2.0,5.99981338061024,2021-11-04 08:17:44,1.77,1.3,1.27,5.731705350086291,2021-11-04 08:17:44,1.57,2.25,2021-11-01 20:18:31,7.526178010471209,2.05,1.65,2021-11-04 08:17:44,8.58108108108109
70,28018320,Reims,Monaco,https://www.snai.it/sport/CALCIO/LIGUE%201/REIMS%20-%20MONACO,2021-11-04 09:25:04.391422,4.0,3.45,1.9,6.206403147916277,2021-11-04 08:25:04,1.85,1.22,1.3,6.078745198463498,2021-11-04 08:25:04,1.8,1.9,2021-11-01 20:20:01,7.567567567567576,1.75,1.97,2021-11-03 07:23:09,7.325268817204296
71,28018322,Rennes,Lione,https://www.snai.it/sport/CALCIO/LIGUE%201/RENNES%20-%20LIONE,2021-11-04 09:25:24.089511,2.6,3.55,2.5,6.218248323511476,2021-11-04 08:25:24,1.5,1.47,1.27,6.294232796265607,2021-11-04 08:25:24,1.47,2.5,2021-11-03 11:28:16,7.430730478589422,2.25,1.55,2021-11-03 11:28:16,8.223684210526322
72,28936138,Brondby,Glasgow Rangers,https://www.snai.it/sport/CALCIO/EUROPA%20LEAGUE/BRONDBY%20-%20GLASGOW%20RANGERS,2021-11-04 09:47:14.345203,4.0,3.65,1.85,6.060342578906184,2021-11-04 08:47:14,1.9,1.22,1.27,6.252467995669058,2021-11-04 08:47:14,1.63,2.15,2021-11-04 08:47:14,7.288359788359784,2.0,1.73,2021-11-04 08:47:14,7.238605898123319
73,28936254,Galatasaray,Lokomotiv Mosca,https://www.snai.it/sport/CALCIO/EUROPA%20LEAGUE/GALATASARAY%20-%20LOKOMOTIV%20MOSCA,2021-11-04 09:47:20.715522,1.6,4.0,5.25,6.145251396648043,2021-11-04 08:47:20,1.14,2.25,1.22,6.599212034383947,2021-11-04 08:47:20,1.7,2.0,2021-11-04 08:47:20,8.10810810810812,2.0,1.7,2021-11-04 08:47:20,8.10810810810812
74,28936336,Genk,West Ham,https://www.snai.it/sport/CALCIO/EUROPA%20LEAGUE/GENK%20-%20WEST%20HAM,2021-11-04 09:47:26.887656,3.9,3.8,1.83,6.192798588772446,2021-11-04 08:47:26,1.9,1.23,1.24,6.793605866649513,2021-11-04 08:47:26,1.5,2.4,2021-11-04 08:47:26,7.692307692307685,2.25,1.55,2021-11-04 08:47:26,8.223684210526322
75,28936136,Lione,Sparta Praga,https://www.snai.it/sport/CALCIO/EUROPA%20LEAGUE/LIONE%20-%20SPARTA%20PRAGA,2021-11-04 09:47:39.766653,1.38,5.25,6.75,5.949805279099965,2021-11-04 08:47:39,1.08,2.9,1.14,6.887810984196525,2021-11-04 08:47:39,1.6,2.2,2021-11-04 08:47:39,7.368421052631582,2.65,1.4,2021-11-04 08:47:39,8.395061728395065
76,28936166,Monaco,Psv Eindhoven,https://www.snai.it/sport/CALCIO/EUROPA%20LEAGUE/MONACO%20-%20PSV%20EINDHOVEN,2021-11-04 09:47:46.073528,1.95,3.65,3.5,6.760550201179005,2021-11-04 08:47:46,1.28,1.8,1.27,5.847223116030641,2021-11-04 08:47:46,1.6,2.2,2021-11-04 08:47:46,7.368421052631582,2.05,1.7,2021-11-03 07:26:30,7.066666666666677
77,28936224,Olympiacos,Eintracht Frankfurt,https://www.snai.it/sport/CALCIO/EUROPA%20LEAGUE/OLYMPIACOS%20-%20EINTRACHT%20FRANKFURT,2021-11-04 09:47:52.394566,2.25,3.45,3.05,5.852967491798396,2021-11-04 08:47:52,1.35,1.6,1.3,6.321934945788143,2021-11-04 08:47:52,1.6,2.2,2021-11-04 08:47:52,7.368421052631582,1.95,1.75,2021-11-04 08:47:52,7.770270270270283
78,28936226,Anversa,Fenerbahce,https://www.snai.it/sport/CALCIO/EUROPA%20LEAGUE/ANVERSA%20-%20FENERBAHCE,2021-11-04 09:48:04.997038,2.45,3.55,2.65,6.297896127655249,2021-11-04 08:48:04,1.45,1.5,1.27,6.704382335556862,2021-11-04 08:48:04,1.5,2.45,2021-11-04 08:48:04,6.9620253164556845,2.2,1.6,2021-11-04 08:48:04,7.368421052631582
79,28936280,Braga,Ludogorets,https://www.snai.it/sport/CALCIO/EUROPA%20LEAGUE/BRAGA%20-%20LUDOGORETS,2021-11-04 09:48:11.418255,1.33,5.0,8.75,6.205923836389276,2021-11-04 08:48:11,1.05,3.15,1.15,6.516129032258075,2021-11-04 08:48:11,2.1,1.67,2021-11-04 08:48:11,6.9761273209549,2.0,1.7,2021-11-04 08:48:11,8.10810810810812
80,28936338,Din. Zagabria,Rapid Vienna,https://www.snai.it/sport/CALCIO/EUROPA%20LEAGUE/DIN.%20ZAGABRIA%20-%20RAPID%20VIENNA,2021-11-04 09:48:18.186828,1.73,3.8,4.5,5.9633173336723955,2021-11-04 08:48:18,1.18,2.05,1.24,6.616855016967099,2021-11-04 08:48:18,1.67,2.1,2021-11-04 08:48:18,6.9761273209549,2.0,1.73,2021-11-04 08:48:18,7.238605898123319
81,28936312,Ferencvaros,Celtic,https://www.snai.it/sport/CALCIO/EUROPA%20LEAGUE/FERENCVAROS%20-%20CELTIC,2021-11-04 09:48:24.560178,3.15,3.55,2.15,6.038593063019051,2021-11-04 08:48:24,1.65,1.33,1.27,6.7747654329246885,2021-11-04 08:48:24,1.55,2.3,2021-11-04 08:48:24,7.402597402597404,2.1,1.65,2021-11-04 08:48:24,7.599999999999999
82,28936192,Leicester,Spartak Mosca,https://www.snai.it/sport/CALCIO/EUROPA%20LEAGUE/LEICESTER%20-%20SPARTAK%20MOSCA,2021-11-04 09:48:30.533966,1.27,5.75,10.0,5.777232992484105,2021-11-04 08:48:30,1.03,3.55,1.12,6.7782064852437385,2021-11-04 08:48:30,1.95,1.77,2021-11-04 08:48:30,7.217741935483877,2.35,1.5,2021-11-04 08:48:30,8.441558441558444
83,28936310,Leverkusen,Betis,https://www.snai.it/sport/CALCIO/EUROPA%20LEAGUE/LEVERKUSEN%20-%20BETIS,2021-11-04 09:48:36.644728,2.1,3.55,3.25,6.153771666505273,2021-11-04 08:48:36,1.3,1.67,1.27,7.211294149321045,2021-11-04 08:48:36,1.5,2.4,2021-11-04 08:48:36,7.692307692307685,2.2,1.6,2021-11-04 08:48:36,7.368421052631582
84,28936256,Marsiglia,Lazio,https://www.snai.it/sport/CALCIO/EUROPA%20LEAGUE/MARSIGLIA%20-%20LAZIO,2021-11-04 09:48:44.325137,2.15,3.4,3.2,6.693258875149581,2021-11-04 08:48:44,1.32,1.65,1.3,6.229508196721314,2021-11-04 08:48:44,1.6,2.15,2021-11-04 08:48:44,8.266666666666662,1.92,1.75,2021-11-04 08:48:44,8.446866485013615
85,28936282,Stella Rossa,Midtjylland,https://www.snai.it/sport/CALCIO/EUROPA%20LEAGUE/STELLA%20ROSSA%20-%20MIDTJYLLAND,2021-11-04 09:48:50.133010,1.8,3.7,4.25,5.759946728816379,2021-11-04 08:48:50,1.2,1.95,1.25,6.810035842293923,2021-11-04 08:48:50,1.75,1.97,2021-11-03 07:28:33,7.325268817204296,1.85,1.85,2021-11-04 08:48:50,7.499999999999985
